Label,Min,Average,90% Line,Max,# Samples,failure,TEST
TC02_PCG_External_QuoteExistingCustomer_HO_18_Detailspage_Qualifyingcredits_selectAlarm_XL,1.251,1.427,1.485,1.804,5,0,TC02_PCG_External_QuoteExistingCustomer_HO_18_Detailspage_Qualifyingcredits_selectAlarm_XL
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_M,6.404,6.633,6.898,7.08,12,0,TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_M
TC02_PCG_External_QuoteExistingCustomer_HO_19_Detailspage_ClickViewAdditionalCredits_L,1.898,2.043,2.263,2.356,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_19_Detailspage_ClickViewAdditionalCredits_L
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_S,6.306,6.895,7.364,7.632,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_S
TC02_PCG_External_QuoteExistingCustomer_HO_19_Detailspage_ClickViewAdditionalCredits_XL,1.715,2.022,2.123,2.465,5,0,TC02_PCG_External_QuoteExistingCustomer_HO_19_Detailspage_ClickViewAdditionalCredits_XL
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_M,3.831,4.314,4.673,4.743,12,0,TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_M
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_L,6.371,6.813,6.863,8.12,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_L
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_S,3.907,4.538,4.922,6.105,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_S
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_XL,6.337,7.082,7.645,7.672,5,0,TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_XL
TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_M,2.044,3.03,3.929,4.561,12,0,TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_M
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_L,3.774,4.134,4.255,4.526,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_L
TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_S,2.32,3.131,3.45,3.689,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_S
TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_XL,4.018,4.291,4.481,4.503,5,0,TC02_PCG_External_QuoteExistingCustomer_HO_22_Detailspage_ClickNext_QuotepageLoad_XL
TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_M,2.802,3.665,4.53,4.735,12,0,TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_M
TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_L,2.807,2.978,3.011,3.288,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_L
TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_S,2.877,3.72,4.183,4.303,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_S
TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_XL,2.429,2.734,2.788,3.335,5,0,TC02_PCG_External_QuoteExistingCustomer_HO_24_Quotesummarypage_ClickNext_XL
TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_M,0.62,0.734,0.971,1.091,12,0,TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_M
TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_L,3.154,4.129,4.977,5.589,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_L
TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_S,0.673,0.834,0.853,1.269,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_S
TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_XL,3.908,4.218,4.315,4.72,5,0,TC02_PCG_External_QuoteExistingCustomer_HO_26_Prepackage_Clickcreatepackage_XL
TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_L,0.603,0.729,0.756,0.977,6,0,TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_L
TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_XL,0.669,0.779,0.757,1.099,5,0,TC02_PCG_External_QuoteExistingCustomer_HO_27_Prepackage_createpackage_clickclose_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_L,0.441,0.539,0.606,0.844,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_L
TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_XL,0.618,0.673,0.763,0.763,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_L,1.128,1.51,1.963,2.064,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_L
TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_S,0.452,0.721,0.702,1.842,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_S
TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_XL,1.056,1.516,2.434,2.434,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_S,1.026,1.449,1.815,1.832,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_S
TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_L,5.914,7.445,7.334,12.903,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_L
TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_XL,6.126,6.631,7.188,7.188,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_M,0.448,0.557,0.685,0.706,5,0,TC03_PCG_External_QuoteExistingCustomer_PEL_02_SearchCustomerID_M
TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_S,5.877,6.315,6.472,7.323,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_S
TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_M,1.008,1.683,1.97,2.472,5,0,TC03_PCG_External_QuoteExistingCustomer_PEL_03_SelectCustomer_M
TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_L,7.829,9.072,10.07,10.293,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_L
TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_XL,7.257,7.763,8.453,8.453,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_S,7.507,9.091,10.226,12.333,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_S
TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_L,1.647,2.284,3.213,3.304,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_L
TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_M,6.079,7.192,7.033,9.546,5,0,TC03_PCG_External_QuoteExistingCustomer_PEL_04_SelectProductandclick_save&continue_M
TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_XL,2.033,2.16,2.413,2.413,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_S,1.603,2.015,2.359,2.908,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_S
TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_L,2.948,3.832,3.885,6.67,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_L
TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_XL,3.075,3.236,3.391,3.391,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_M,8.02,8.669,8.999,8.999,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_07_Insuredpage_Clicksave&continue_M
TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_S,2.742,3.146,3.447,3.479,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_S
TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_L,1.59,2.363,2.624,2.628,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_L
TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_XL,2.315,2.489,2.762,2.762,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_M,1.628,1.71,1.781,1.781,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_08A_ratings_enterdetails_Clicksave_M
TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_S,0.702,2.641,3.222,4.011,8,0,TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_S
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_L,5.008,5.342,5.459,5.899,6,0,TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_L
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_XL,4.775,4.95,5.077,5.077,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_M,2.912,3.172,3.742,3.742,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_09_ratings_Clicknext_M
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_S,4.74,5.121,5.22,5.788,7,0,TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_S
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_L,2.759,3.039,3.178,3.668,6,0,TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_L
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_XL,2.624,2.751,2.84,2.84,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_M,2.332,2.407,2.487,2.487,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_10A_Coverages_Clicknext_M
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_S,2.769,3.005,3.058,3.827,7,0,TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_S
TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_L,2.204,2.457,2.606,2.699,6,0,TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_L
TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_XL,2.255,2.892,3.408,3.408,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_M,4.885,5.478,6.345,6.345,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_M
TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_S,2.331,3.318,4.238,4.385,7,0,TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_S
TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_XL,1.8,2.438,2.956,2.956,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_S,1.735,2.206,2.524,2.718,6,0,TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_S
TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_M,3.035,6.073,14.151,14.151,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_12_Details_ClickNext_QuotePageLoad_M
TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_L,1.637,5.539,2.524,22.515,6,0,TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_L
TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_XL,0.708,0.75,0.777,0.777,3,0,TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_XL
TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_S,0.595,0.869,0.731,1.732,6,0,TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_S
TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_L,0.606,0.78,0.962,1.044,6,0,TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_L
TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_M,2.025,4.438,10.036,10.036,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_13_Quotepage_Clicknext_M
TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_M,2.011,2.344,2.948,2.948,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_15_Prepackage_CreateQuotepackage_M
TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_M,0.363,0.72,0.93,0.93,4,0,TC03_PCG_External_QuoteExistingCustomer_PEL_16_Prepackage_Clickclose_M
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_M,0.437,0.536,0.693,0.693,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_M
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_S,0.425,0.484,0.479,0.599,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_S
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_M,1.227,1.656,2.085,2.085,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_M
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_L,0.461,0.575,0.606,0.705,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_L
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_S,1.41,1.924,2.318,2.561,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_S
TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_XL,0.436,0.493,0.611,0.611,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_02_SearchCustomerID_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_L,1.172,1.665,2.005,2.013,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_L
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_M,6.219,6.708,7.54,7.54,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_M
TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_XL,1.482,2.028,3.568,3.568,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_03_SelectCustomer_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_S,5.845,7.319,7.87,11.488,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_S
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_L,6.043,6.599,6.684,7.378,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_L
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_M,6.952,7.869,9.161,9.161,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_M
TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_XL,6.085,7.864,10.952,10.952,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_04_SelectProductandClickSave&Continue_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_S,6.984,7.47,7.777,8.192,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_S
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_M,1.149,1.266,1.379,1.379,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_M
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_L,6.95,7.934,7.558,10.21,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_L
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_S,1.147,1.19,1.203,1.222,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_S
TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_XL,7.553,8.17,8.83,8.83,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_08_insuredPage_Clicksave_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_M,1.132,1.2,1.273,1.273,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_M
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_L,1.098,1.161,1.2,1.247,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_L
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_S,1.113,1.202,1.229,1.266,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_S
TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_XL,1.105,1.303,1.765,1.765,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_09_RatingPage_SelectJewelry_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_L,1.141,1.199,1.239,1.268,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_L
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_M,2.651,2.829,2.946,2.946,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_M
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_S,2.623,3.061,3.196,3.706,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_S
TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_XL,1.174,1.213,1.248,1.248,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_10_RatingPage_SelectScheduled_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_M,1.545,1.743,2.015,2.015,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_M
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_L,2.678,3.153,3.228,3.746,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_L
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_S,1.7,2.051,2.103,2.795,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_S
TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_XL,2.683,3.147,3.77,3.77,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_11_RatingPage_Coveragelimit&ClickNext_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_M,1.605,1.792,2.096,2.096,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_M
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_L,1.644,1.807,1.865,2.029,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_S,1.73,1.854,1.899,2.098,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_S
TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_XL,1.708,2.041,2.654,2.654,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_12_CoveragePage_SelectRoofTypeMaterial_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_M,1.823,1.844,1.867,1.867,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_L,1.605,1.793,1.891,2.033,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_S,1.62,1.896,2.04,2.091,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_XL,1.711,1.84,2.004,2.004,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13a_CoveragePage_SelectContructiontype_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_M,1.75,2.005,2.392,2.392,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_L,1.704,1.869,2.056,2.093,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_S,1.638,1.966,2.134,2.207,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_XL,1.574,1.806,2.09,2.09,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13b_CoveragePage_occupancytype_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_M,1.598,1.808,1.914,1.914,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_L,1.687,1.949,2.089,2.24,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_S,1.629,1.902,1.697,3.062,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XL,1.715,1.769,1.822,1.822,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13c_CoveragePage_DetailsYearBuilt_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_L,1.591,1.807,1.822,2.291,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_M,1.696,2.434,3.894,3.894,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_S,1.652,1.845,1.972,2.118,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_XL,1.839,2.485,3.12,3.12,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13d_CoveragePage_SquareFootage_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_L,1.641,1.815,1.824,2.098,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_M,1.682,1.838,2.01,2.01,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_M
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_S,1.656,2.237,2.669,3.195,6,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_S
TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XL,1.74,2.857,5.551,5.551,4,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13e_CoveragePage_SelectFamiliesinHome_XL
TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_L,1.581,1.759,1.814,1.932,5,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13f_CoveragePage_selectprotectionclass_L
TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_M,1.66,1.726,1.789,1.789,3,0,TC04_PCG_External_QuoteExistingCustomer_Collections_13g_CoveragePage_selectno0fStories_M
