Label,Min,Average,90% Line,Max,# Samples,failure,test
TC09_External_Endorsement_HO_09_ChangeSummaryPage_Click_Issue,7.929,20.798,37.145,93.237,126,0,TC09_External_Endorsement_HO_09_ChangeSummaryPage_Click_Issue
TC10_External_Endorsement_PEL_02a_PoliciesPage_Search_PolicyNumber_and_Click_Search,1.599,2.177,2.577,3.875,164,0,TC10_External_Endorsement_PEL_02a_PoliciesPage_Search_PolicyNumber_and_Click_Search
TC10_External_Endorsement_PEL_03_PoliciesPage_Select_Action-Endorse,0.263,0.419,0.613,2.892,164,0,TC10_External_Endorsement_PEL_03_PoliciesPage_Select_Action-Endorse
TC10_External_Endorsement_PEL_04_EndorsePage_EnterReason_and_Click_Save&Continue,1.912,24.298,58.422,152.164,164,49,TC10_External_Endorsement_PEL_04_EndorsePage_EnterReason_and_Click_Save&Continue
TC10_External_Endorsement_PEL_05_InsuredPage_Click_Save&Continue,6.232,8.217,11.135,14.677,114,0,TC10_External_Endorsement_PEL_05_InsuredPage_Click_Save&Continue
TC10_External_Endorsement_PEL_06_RatingPage_Click_Save&Continue,3.169,3.943,4.947,7.121,112,0,TC10_External_Endorsement_PEL_06_RatingPage_Click_Save&Continue
TC10_External_Endorsement_PEL_07_CoveragePage_Click_Save&Continue,2.128,2.741,3.479,6.328,110,0,TC10_External_Endorsement_PEL_07_CoveragePage_Click_Save&Continue
TC10_External_Endorsement_PEL_08_DetailsPage_Click_SaveandContinue,9.21,11.591,12.93,22.63,110,0,TC10_External_Endorsement_PEL_08_DetailsPage_Click_SaveandContinue
TC10_External_Endorsement_PEL_09_ChangeSummaryPage_Click_Issue,5.502,18.159,33.241,64.891,109,0,TC10_External_Endorsement_PEL_09_ChangeSummaryPage_Click_Issue
TC10_External_Endorsement_01_PoliciesPage_Search_PolicyNo_Readonly,1.637,2.269,2.906,7.176,109,0,TC10_External_Endorsement_01_PoliciesPage_Search_PolicyNo_Readonly
TC10_External_Endorsement_02_ClickViewPolicyDetails_Readonly,1.028,1.569,2.082,3.43,109,0,TC10_External_Endorsement_02_ClickViewPolicyDetails_Readonly
TC10_External_Endorsement_03_Insuredpage_ClickSave&Continue_Readonly,2.027,2.64,3.244,5.518,108,0,TC10_External_Endorsement_03_Insuredpage_ClickSave&Continue_Readonly
TC10_External_Endorsement_04_Ratingpage_ClickSave&Continue_Readonly,0.722,1.028,1.601,3.005,107,0,TC10_External_Endorsement_04_Ratingpage_ClickSave&Continue_Readonly
TC10_External_Endorsement_05_Coveragepage_ClickSave&Continue_Readonly,0.709,0.973,1.196,2.454,107,0,TC10_External_Endorsement_05_Coveragepage_ClickSave&Continue_Readonly
TC10_External_Endorsement_06_Detailspage_ClickSave&Continue_Readonly,6.78,8.31,9.304,17.853,107,0,TC10_External_Endorsement_06_Detailspage_ClickSave&Continue_Readonly
TC11_External_Endorsement_Collections_02a_PoliciesPage_Search_PolicyNumber_and_Click_Search,2.396,2.928,3.408,4.857,66,0,TC11_External_Endorsement_Collections_02a_PoliciesPage_Search_PolicyNumber_and_Click_Search
TC11_External_Endorsement_Collections_03_PoliciesPage_Select_Action-Endorse,0.268,0.354,0.394,1.26,66,0,TC11_External_Endorsement_Collections_03_PoliciesPage_Select_Action-Endorse
TC11_External_Endorsement_Collections_04_EndorsePage_EnterReason_and_Click_Save&Continue,1.813,14.734,25.56,39.952,66,18,TC11_External_Endorsement_Collections_04_EndorsePage_EnterReason_and_Click_Save&Continue
TC11_External_Endorsement_Collections_05_InsuredPage_Click_Save&Continue,6.302,13.366,12.676,181.176,48,1,TC11_External_Endorsement_Collections_05_InsuredPage_Click_Save&Continue
TC11_External_Endorsement_Collections_06_Ratingpage_Click_Save&Continue,3.279,4.264,4.945,5.718,47,0,TC11_External_Endorsement_Collections_06_Ratingpage_Click_Save&Continue
TC11_External_Endorsement_Collections_07_CoveragePage_Click_Save&Continue,3.247,3.97,4.871,6.26,47,0,TC11_External_Endorsement_Collections_07_CoveragePage_Click_Save&Continue
TC11_External_Endorsement_Collections_08_DetailsPage_Click_SaveandContinue,10.544,12.649,14.634,18.906,47,0,TC11_External_Endorsement_Collections_08_DetailsPage_Click_SaveandContinue
TC11_External_Endorsement_Collections_09_ChangeSummaryPage_Click_Issue,5.724,12.646,25.415,38.57,47,0,TC11_External_Endorsement_Collections_09_ChangeSummaryPage_Click_Issue
TC36_PCG_External_Nonadmitted_EQ_01_Search CustomerId,0.459,0.541,0.679,0.689,10,0,TC36_PCG_External_Nonadmitted_EQ_01_Search CustomerId
TC35_PCG_External_Nonadmitted_Coll_01_SearchCustomer,0.544,1.847,4.813,4.833,10,0,TC35_PCG_External_Nonadmitted_Coll_01_SearchCustomer
TC33_PCG_External_Nonadmitted_HO_01_SearchCustomer,0.593,1.841,4.898,4.958,10,0,TC33_PCG_External_Nonadmitted_HO_01_SearchCustomer
TC34_PCG_External_Nonadmitted_PEL_01_SearchCustomer,4.402,4.757,5.13,5.546,11,0,TC34_PCG_External_Nonadmitted_PEL_01_SearchCustomer
TC35_PCG_External_Nonadmitted_Coll_02_Click_CreateQuoteforCustomer,0.196,0.254,0.278,0.481,10,0,TC35_PCG_External_Nonadmitted_Coll_02_Click_CreateQuoteforCustomer
TC33_PCG_External_Nonadmitted_HO_02_ClickCreateNewQuoteCreation,0.197,0.298,0.497,0.691,10,0,TC33_PCG_External_Nonadmitted_HO_02_ClickCreateNewQuoteCreation
TC36_PCG_External_Nonadmitted_EQ_02_Select CustomerID,1.154,1.442,1.737,1.869,10,0,TC36_PCG_External_Nonadmitted_EQ_02_Select CustomerID
TC34_PCG_External_Nonadmitted_PEL_02_ClickCreateNewquoteCreation,0.204,0.314,0.572,0.592,11,0,TC34_PCG_External_Nonadmitted_PEL_02_ClickCreateNewquoteCreation
TC35_PCG_External_Nonadmitted_Coll_03_SelectProduct_Clicksave&continue,3.474,5.101,7.031,7.403,10,0,TC35_PCG_External_Nonadmitted_Coll_03_SelectProduct_Clicksave&continue
TC33_PCG_External_Nonadmitted_HO_03_SelectProduct_NonAdmitted_save&continue,3.198,5.155,6.632,6.996,10,0,TC33_PCG_External_Nonadmitted_HO_03_SelectProduct_NonAdmitted_save&continue
TC34_PCG_External_Nonadmitted_PEL_03_SelectProduct_NonAdmitted_SaveandContinue,3.303,5.465,7.375,10.047,11,0,TC34_PCG_External_Nonadmitted_PEL_03_SelectProduct_NonAdmitted_SaveandContinue
TC36_PCG_External_Nonadmitted_EQ_03_ProductPage_SelectEQ_save&continue,6.655,8.986,11.117,11.747,10,0,TC36_PCG_External_Nonadmitted_EQ_03_ProductPage_SelectEQ_save&continue
TC35_PCG_External_Nonadmitted_Coll_04_InsuredPage_SelectSurplusline_RSCIA,0.785,1.511,2.072,2.215,10,0,TC35_PCG_External_Nonadmitted_Coll_04_InsuredPage_SelectSurplusline_RSCIA
TC33_PCG_External_Nonadmitted_HO_04_InsuredPage_SelectSurplusline_RSCIA,1.188,1.74,2.225,2.278,10,0,TC33_PCG_External_Nonadmitted_HO_04_InsuredPage_SelectSurplusline_RSCIA
TC34_PCG_External_Nonadmitted_PEL_04_InsuredPage_selectSurplusline_RSCIA,1.179,1.674,2.129,2.875,11,0,TC34_PCG_External_Nonadmitted_PEL_04_InsuredPage_selectSurplusline_RSCIA
TC36_PCG_External_Nonadmitted_EQ_04_InsuredPage_SelectSurplusline_RSCIA,1.386,2.127,2.873,3.694,10,0,TC36_PCG_External_Nonadmitted_EQ_04_InsuredPage_SelectSurplusline_RSCIA
TC35_PCG_External_Nonadmitted_Coll_05_InsuredPage_SelectLocationInfo,0.236,0.336,0.432,0.627,9,0,TC35_PCG_External_Nonadmitted_Coll_05_InsuredPage_SelectLocationInfo
TC33_PCG_External_Nonadmitted_HO_05_InsuredPage_SelectLocationInfo,1.619,1.955,2.269,2.408,10,0,TC33_PCG_External_Nonadmitted_HO_05_InsuredPage_SelectLocationInfo
TC34_PCG_External_Nonadmitted_PEL_05_InsuredPage_SelectLocationInfo,1.684,2.213,2.671,2.753,11,0,TC34_PCG_External_Nonadmitted_PEL_05_InsuredPage_SelectLocationInfo
TC36_PCG_External_Nonadmitted_EQ_05_InsuredPage_SelectLocationInfo,1.93,2.522,2.846,3.845,10,0,TC36_PCG_External_Nonadmitted_EQ_05_InsuredPage_SelectLocationInfo
TC34_PCG_External_Nonadmitted_PEL_07_InsuredPage_Clicksave&continue,12.772,20.537,26.702,30.838,11,1,TC34_PCG_External_Nonadmitted_PEL_07_InsuredPage_Clicksave&continue
TC36_PCG_External_Nonadmitted_EQ_06_InsuredPage_Clicksave&continue,8.789,14.027,16.951,25.884,10,0,TC36_PCG_External_Nonadmitted_EQ_06_InsuredPage_Clicksave&continue
TC35_PCG_External_Nonadmitted_Coll_06_InsuredPage_Clicksave&continue,14.44,20.392,26.28,29.747,9,0,TC35_PCG_External_Nonadmitted_Coll_06_InsuredPage_Clicksave&continue
TC33_PCG_External_Nonadmitted_HO_06_InsuredPage_Clicksave&continue,15.612,22.1,27.58,32.07,10,0,TC33_PCG_External_Nonadmitted_HO_06_InsuredPage_Clicksave&continue
TC34_PCG_External_Nonadmitted_PEL_08_InsuredPage_SelectHomeandSave,1.719,2.218,2.922,3.085,10,0,TC34_PCG_External_Nonadmitted_PEL_08_InsuredPage_SelectHomeandSave
TC36_PCG_External_Nonadmitted_EQ_07_RatingPage_SelectRetrofityear_Save&Continue,3.574,5.018,5.917,7.333,10,0,TC36_PCG_External_Nonadmitted_EQ_07_RatingPage_SelectRetrofityear_Save&Continue
TC35_PCG_External_Nonadmitted_Coll_07_RatingPage_SelectJewelry,1.057,1.284,1.469,1.544,8,0,TC35_PCG_External_Nonadmitted_Coll_07_RatingPage_SelectJewelry
TC33_PCG_External_Nonadmitted_HO_06A_InsuredPage_Clickcontinuemoratorium,1.684,2.213,2.377,4.25,9,0,TC33_PCG_External_Nonadmitted_HO_06A_InsuredPage_Clickcontinuemoratorium
TC34_PCG_External_Nonadmitted_PEL_09_RatingPage_SaveandContinue,2.901,4.706,3.948,16.138,10,0,TC34_PCG_External_Nonadmitted_PEL_09_RatingPage_SaveandContinue
TC35_PCG_External_Nonadmitted_Coll_08_RatingPage_SelectScheduled,1.085,2.027,2.018,6.951,8,0,TC35_PCG_External_Nonadmitted_Coll_08_RatingPage_SelectScheduled
TC36_PCG_External_Nonadmitted_EQ_08_CoveragePage_Click_Save&Continue,2.028,2.747,3.586,3.767,10,0,TC36_PCG_External_Nonadmitted_EQ_08_CoveragePage_Click_Save&Continue
TC33_PCG_External_Nonadmitted_HO_07_RatingPage_SelectConstructiveType,2.114,3.5,4.497,6.253,8,0,TC33_PCG_External_Nonadmitted_HO_07_RatingPage_SelectConstructiveType
TC34_PCG_External_Nonadmitted_PEL_10_CoveragePage_SaveandContinue,2.538,4.018,4.575,8.979,9,0,TC34_PCG_External_Nonadmitted_PEL_10_CoveragePage_SaveandContinue
TC33_PCG_External_Nonadmitted_HO_08_RatingPage_SelectYear Built ,1.829,2.783,2.994,5.978,8,0,TC33_PCG_External_Nonadmitted_HO_08_RatingPage_SelectYear Built 
TC35_PCG_External_Nonadmitted_Coll_09_RatingPage_Clicksaveandcontinue,1.396,5.315,6.674,13.615,8,0,TC35_PCG_External_Nonadmitted_Coll_09_RatingPage_Clicksaveandcontinue
TC34_PCG_External_Nonadmitted_PEL_11_DetailsPage_SaveandContinue,7.719,9.877,11.799,11.936,9,0,TC34_PCG_External_Nonadmitted_PEL_11_DetailsPage_SaveandContinue
TC36_PCG_External_Nonadmitted_EQ_09_DetailsPage_Click_Next,10.513,14.059,16.363,23.529,10,0,TC36_PCG_External_Nonadmitted_EQ_09_DetailsPage_Click_Next
TC33_PCG_External_Nonadmitted_HO_09_RatingPage_Noofstories,1.989,2.669,2.858,4.616,8,0,TC33_PCG_External_Nonadmitted_HO_09_RatingPage_Noofstories
TC35_PCG_External_Nonadmitted_Coll_10_CoveragePage_Select_Construction Type,1.477,2.004,2.33,2.441,7,0,TC35_PCG_External_Nonadmitted_Coll_10_CoveragePage_Select_Construction Type
TC34_PCG_External_Nonadmitted_PEL_12_QuotePage_ClickCreatePackage,1.257,2.04,3.357,3.394,9,0,TC34_PCG_External_Nonadmitted_PEL_12_QuotePage_ClickCreatePackage
TC36_PCG_External_Nonadmitted_EQ_10_QuotePage_ClickCreatePackage,1.328,2.45,4.182,4.456,10,0,TC36_PCG_External_Nonadmitted_EQ_10_QuotePage_ClickCreatePackage
TC33_PCG_External_Nonadmitted_HO_10_RatingPage_SelectPrevious Insurance Carrier,1.852,2.275,2.812,2.949,8,0,TC33_PCG_External_Nonadmitted_HO_10_RatingPage_SelectPrevious Insurance Carrier
TC35_PCG_External_Nonadmitted_Coll_11_CoveragePage_Select_OccupancyType,1.658,1.814,1.846,2.141,7,0,TC35_PCG_External_Nonadmitted_Coll_11_CoveragePage_Select_OccupancyType
TC34_PCG_External_Nonadmitted_PEL_13_PackagePage_ClickCreatePackage,1.768,3.51,6.375,7.256,9,0,TC34_PCG_External_Nonadmitted_PEL_13_PackagePage_ClickCreatePackage
TC35_PCG_External_Nonadmitted_Coll_12_CoveragePage_Select_Yearbuilt,1.569,1.93,2.168,2.426,6,0,TC35_PCG_External_Nonadmitted_Coll_12_CoveragePage_Select_Yearbuilt
TC33_PCG_External_Nonadmitted_HO_11_RatingPage_ClickSave&Continue,5.748,6.775,7.678,8.423,7,0,TC33_PCG_External_Nonadmitted_HO_11_RatingPage_ClickSave&Continue
TC36_PCG_External_Nonadmitted_EQ_11_PackagePage_ClickCreate package,2.018,3.977,5.971,7.467,10,0,TC36_PCG_External_Nonadmitted_EQ_11_PackagePage_ClickCreate package
TC35_PCG_External_Nonadmitted_Coll_13_CoveragePage_Select_Aggregate Square Footage ,1.605,1.948,2.236,2.369,6,0,TC35_PCG_External_Nonadmitted_Coll_13_CoveragePage_Select_Aggregate Square Footage 
TC33_PCG_External_Nonadmitted_HO_12_CoveragePage_SelectEstimatedHomeReplacementValue,1.621,2.062,2.371,2.933,7,0,TC33_PCG_External_Nonadmitted_HO_12_CoveragePage_SelectEstimatedHomeReplacementValue
TC35_PCG_External_Nonadmitted_Coll_14_CoveragePage_Select_NoofFamilies,1.498,1.735,1.903,1.913,6,0,TC35_PCG_External_Nonadmitted_Coll_14_CoveragePage_Select_NoofFamilies
TC33_PCG_External_Nonadmitted_HO_13_CoveragePage_SelectWildfire Deductible,1.561,1.778,1.822,2.293,6,0,TC33_PCG_External_Nonadmitted_HO_13_CoveragePage_SelectWildfire Deductible
TC35_PCG_External_Nonadmitted_Coll_15_CoveragePage_Select_ProtectionClass ,1.544,2.069,2.217,2.726,5,0,TC35_PCG_External_Nonadmitted_Coll_15_CoveragePage_Select_ProtectionClass 
TC33_PCG_External_Nonadmitted_HO_14_CoveragePage_Click_Save&Continue,4.271,5.282,6.018,6.101,6,0,TC33_PCG_External_Nonadmitted_HO_14_CoveragePage_Click_Save&Continue
TC35_PCG_External_Nonadmitted_Coll_16_CoveragePage_Select_NofStories,1.58,1.864,1.771,2.561,5,0,TC35_PCG_External_Nonadmitted_Coll_16_CoveragePage_Select_NofStories
TC35_PCG_External_Nonadmitted_Coll_17_CoveragePage_Select_LimitAmountatthislocation,1.582,1.941,2.25,2.593,5,0,TC35_PCG_External_Nonadmitted_Coll_17_CoveragePage_Select_LimitAmountatthislocation
TC33_PCG_External_Nonadmitted_HO_15_DetailsPage_Click_Save&Continue,16.27,17.198,18.084,18.146,5,0,TC33_PCG_External_Nonadmitted_HO_15_DetailsPage_Click_Save&Continue
TC35_PCG_External_Nonadmitted_Coll_18_CoveragePage_clicksave&continue,4.46,4.86,4.984,5.356,5,0,TC35_PCG_External_Nonadmitted_Coll_18_CoveragePage_clicksave&continue
TC33_PCG_External_Nonadmitted_HO_16_QuotePage_ClickCreatePackage,2.55,3.95,4.96,5.076,5,0,TC33_PCG_External_Nonadmitted_HO_16_QuotePage_ClickCreatePackage
TC35_PCG_External_Nonadmitted_Coll_19_DetailsPage_Clicksave&continue,13.065,13.916,13.735,15.909,5,0,TC35_PCG_External_Nonadmitted_Coll_19_DetailsPage_Clicksave&continue
TC33_PCG_External_Nonadmitted_HO_17_PackagePage_ClickCreate package,9.853,11.067,12.27,12.504,5,0,TC33_PCG_External_Nonadmitted_HO_17_PackagePage_ClickCreate package
TC35_PCG_External_Nonadmitted_Coll_20_Quotepage_clickcreatepackage,3.979,4.316,4.487,4.531,5,0,TC35_PCG_External_Nonadmitted_Coll_20_Quotepage_clickcreatepackage
TC35_PCG_External_Nonadmitted_Coll_21_Clickcreatepackage,8.899,11.072,13.097,13.229,5,0,TC35_PCG_External_Nonadmitted_Coll_21_Clickcreatepackage
TC34_PCG_External_Nonadmitted_PEL_14_PackagePage_ClickClose,0.606,1.335,2.722,3.638,9,0,TC34_PCG_External_Nonadmitted_PEL_14_PackagePage_ClickClose
TC36_PCG_External_Nonadmitted_EQ_12_PackagePage_Click Close,0.589,1.541,2.288,3.174,10,0,#N/A
TC33_PCG_External_Nonadmitted_HO_18_PackagePage_Click Close,1.909,2.564,3.065,3.266,5,0,TC33_PCG_External_Nonadmitted_HO_18_PackagePage_Click Close
TC35_PCG_External_Nonadmitted_Coll_22_ClickClose,1.107,2.262,3.016,3.149,5,0,TC35_PCG_External_Nonadmitted_Coll_22_ClickClose
TC39_Reissue_PEL_01_SearchpolicyNo_Frompolicies,4.353,4.613,4.804,4.957,10,0,TC39_Reissue_PEL_01_SearchpolicyNo_Frompolicies
TC41_Reissue_COL_01_SearchpolicyNo_Frompolicies,4.964,5.698,5.859,7.083,8,0,TC41_Reissue_COL_01_SearchpolicyNo_Frompolicies
TC40_Reissue_HO_01_SearchpolicyNo_Frompolicies,5.132,5.548,5.783,5.873,10,0,TC40_Reissue_HO_01_SearchpolicyNo_Frompolicies
TC41_Reissue_COL_02_SelectReissue,0.156,0.237,0.279,0.441,8,0,TC41_Reissue_COL_02_SelectReissue
TC39_Reissue_PEL_02_SelectReissue,2.853,3.412,4.262,5.137,10,0,TC39_Reissue_PEL_02_SelectReissue
TC40_Reissue_HO_02_SelectReissue,3.025,3.724,4.626,5.57,10,0,TC40_Reissue_HO_02_SelectReissue
TC39_Reissue_PEL_03_SelectEffectivedate_Clicksave& continue,4.021,5.667,5.835,11.534,10,0,TC39_Reissue_PEL_03_SelectEffectivedate_Clicksave& continue
TC41_Reissue_COL_03_SelectEffectivedate_Clicksave& continue,6.744,9.263,11.358,12.075,8,0,TC41_Reissue_COL_03_SelectEffectivedate_Clicksave& continue
TC40_Reissue_HO_03_SelectEffectivedate_Clicksave& continue,4.093,7.955,11.898,14.002,10,0,TC40_Reissue_HO_03_SelectEffectivedate_Clicksave& continue
TC39_Reissue_PEL_04_InsuredPage_Save&continue,6.198,7.743,9.015,10.487,10,0,TC39_Reissue_PEL_04_InsuredPage_Save&continue
TC41_Reissue_COL_04_InsuredPage_Save&continue,6.073,9.295,11.598,12.945,8,0,TC41_Reissue_COL_04_InsuredPage_Save&continue
TC40_Reissue_HO_04_InsuredPage_Save&continue,6.945,9.484,11.524,11.605,10,0,TC40_Reissue_HO_04_InsuredPage_Save&continue
TC39_Reissue_PEL_05_RatingPage_ClickSave&continue,2.133,2.844,3.676,4.919,10,0,TC39_Reissue_PEL_05_RatingPage_ClickSave&continue
TC41_Reissue_COL_05_RatingPage_ClickSave&continue,2.223,3.249,3.736,6.197,8,0,TC41_Reissue_COL_05_RatingPage_ClickSave&continue
TC40_Reissue_HO_05_RatingPage_ClickSave&continue,2.965,4.07,4.938,5.257,10,0,TC40_Reissue_HO_05_RatingPage_ClickSave&continue
TC39_Reissue_PEL_06_CoveragePage_ClickSave&continue,1.675,2.21,3.086,3.595,10,0,TC39_Reissue_PEL_06_CoveragePage_ClickSave&continue
TC41_Reissue_COL_06_CoveragePage_ClickSave&continue,2.444,4.061,5.757,6.142,8,0,TC41_Reissue_COL_06_CoveragePage_ClickSave&continue
TC40_Reissue_HO_06_CoveragePage_ClickSave&continue,2.444,3.702,4.342,5.783,10,0,TC40_Reissue_HO_06_CoveragePage_ClickSave&continue
TC39_Reissue_PEL_07_DetailsPage_ClickSave&continue,6.805,8.614,9.782,10.213,10,0,TC39_Reissue_PEL_07_DetailsPage_ClickSave&continue
TC41_Reissue_COL_07_DetailsPage_ClickSave&continue,8.021,10.528,12.258,13.037,8,0,TC41_Reissue_COL_07_DetailsPage_ClickSave&continue
TC39_Reissue_PEL_08_Quotepage_ClickProceedtoissuance,0.227,0.379,0.502,0.651,10,0,TC39_Reissue_PEL_08_Quotepage_ClickProceedtoissuance
TC40_Reissue_HO_07_DetailsPage_ClickSave&continue,10.509,13.54,15.848,15.895,10,0,TC40_Reissue_HO_07_DetailsPage_ClickSave&continue
TC41_Reissue_COL_08_Quotepage_ClickProceedtoissuance,0.377,0.521,0.612,0.635,8,0,TC41_Reissue_COL_08_Quotepage_ClickProceedtoissuance
TC40_Reissue_HO_08_Quotepage_ClickProceedtoissuance,0.294,0.448,0.58,0.877,10,0,TC40_Reissue_HO_08_Quotepage_ClickProceedtoissuance
TC39_Reissue_PEL_09_PreissuancePage_ClickSave&continue,5.385,6.348,7.684,7.783,10,0,TC39_Reissue_PEL_09_PreissuancePage_ClickSave&continue
TC41_Reissue_COL_09_PreissuancePage_ClickSave&continue,5.181,7.041,8.535,8.711,8,0,TC41_Reissue_COL_09_PreissuancePage_ClickSave&continue
TC40_Reissue_HO_09_PreissuancePage_ClickSave&continue,2.98,4.233,5.13,5.167,10,0,TC40_Reissue_HO_09_PreissuancePage_ClickSave&continue
TC39_Reissue_PEL_10_Paymentpage_Clicksave&continue,2.852,3.139,3.339,3.791,10,0,TC39_Reissue_PEL_10_Paymentpage_Clicksave&continue
TC40_Reissue_HO_10_Inspectionpage_ClickNO,0.747,0.864,1.002,1.185,10,0,TC40_Reissue_HO_10_Inspectionpage_ClickNO
TC41_Reissue_COL_10_Paymentpage_Clicksave&continue,2.789,4.306,3.783,10.229,8,0,TC41_Reissue_COL_10_Paymentpage_Clicksave&continue
TC40_Reissue_HO_11_Inspectionpage_SelectReason,0.688,0.998,1.133,2.349,10,0,TC40_Reissue_HO_11_Inspectionpage_SelectReason
TC39_Reissue_PEL_11_ClickIssuepolicy,4.856,14.837,24.664,29.91,10,0,TC39_Reissue_PEL_11_ClickIssuepolicy
TC40_Reissue_HO_12_Inspectionpage_Clicksave&continue,3.48,4.132,4.473,6.462,10,0,TC40_Reissue_HO_12_Inspectionpage_Clicksave&continue
TC41_Reissue_COL_11_ClickIssuepolicy,7.734,14.914,19.703,26.593,8,0,TC41_Reissue_COL_11_ClickIssuepolicy
TC40_Reissue_HO_13_Paymentpage_Clicksave&continue,3.288,4.664,4.485,10.775,10,0,TC40_Reissue_HO_13_Paymentpage_Clicksave&continue
TC40_Reissue_HO_14_ClickIssuepolicy,9.568,19.366,24.686,30.707,10,0,TC40_Reissue_HO_14_ClickIssuepolicy
TC15_Customers_Internal_09_Search_brokerID_${P_Size},8.254,8.536,8.818,8.818,2,0,TC15_Customers_Internal_09_Search_brokerID_${P_Size}
TC39_Reissue_PEL_12_ClickOK,3.492,3.628,3.778,4.033,10,0,TC39_Reissue_PEL_12_ClickOK
TC41_Reissue_COL_12_ClickOK,3.533,3.64,3.742,3.744,8,0,TC41_Reissue_COL_12_ClickOK
TC40_Reissue_HO_15_ClickOK,3.51,3.604,3.686,3.69,10,0,TC40_Reissue_HO_15_ClickOK
TC21_BillingList_Internal_03_Enter_BillingAccountNumber_and_Click_Search,1.664,1.959,2.206,2.297,12,0,TC21_BillingList_Internal_03_Enter_BillingAccountNumber_and_Click_Search
TC22_Prospecting_Internal_03_Enter_CustomerId_and_Search,1.98,2.305,2.491,2.987,10,0,TC22_Prospecting_Internal_03_Enter_CustomerId_and_Search
TC22_Prospecting_Internal_04_Enter_CustomerName_and_Click_Search,1.273,2.114,3.545,4.358,10,0,TC22_Prospecting_Internal_04_Enter_CustomerName_and_Click_Search
TC16_Policies_Internal_03_Enter Customer id and Click Search,1.996,2.373,2.638,2.695,12,0,TC16_Policies_Internal_03_Enter Customer id and Click Search
TC16_Policies_Internal_04_Enter Policy id and Click Search,4.465,5.656,6.176,13.478,12,0,TC16_Policies_Internal_04_Enter Policy id and Click Search
TC15_Customers_Internal_02_Search_CustomerID,1.969,2.278,2.315,3.239,9,0,TC15_Customers_Internal_02_Search_CustomerID
TC16_Policies_Internal_05_Enter Billing Account number and Click Search,1.629,1.832,2.028,2.061,12,0,TC16_Policies_Internal_05_Enter Billing Account number and Click Search
TC21_BillingList_Internal_05_Enter_Brokercode_and_Click_Search,0.345,0.523,0.684,0.799,12,0,TC21_BillingList_Internal_05_Enter_Brokercode_and_Click_Search
TC15_Customers_Internal_03_Search_PolicyID,4.324,4.83,5.075,6.139,9,0,TC15_Customers_Internal_03_Search_PolicyID
TC15_Customers_Internal_04_Search_BillingAccount,1.685,1.816,1.961,2.036,9,0,TC15_Customers_Internal_04_Search_BillingAccount
TC22_Prospecting_Internal_05_Enter Broker code and search,0.335,1.547,3.256,3.58,10,0,TC22_Prospecting_Internal_05_Enter Broker code and search
TC15_Customers_Internal_05_Search_CustomerName,1.472,2.089,2.51,4.284,9,0,TC15_Customers_Internal_05_Search_CustomerName
TC17_Claims_Internal_01_SearchClaimNo,0.693,0.779,0.831,0.885,6,0,TC17_Claims_Internal_01_SearchClaimNo
TC15_Customers_Internal_06_ClickEditOption,2.304,2.761,3.001,3.502,9,0,TC15_Customers_Internal_06_ClickEditOption
TC15_Customers_Internal_07_Clicksave_Paperlesssettings,0.252,0.376,0.476,0.535,9,0,TC15_Customers_Internal_07_Clicksave_Paperlesssettings
TC16_Policies_Internal_06_Enter Customer Name and Click Search,0.427,2.222,4.25,4.748,12,0,TC16_Policies_Internal_06_Enter Customer Name and Click Search
TC15_Customers_Internal_08_Search_brokerID,0.186,3.379,7.446,7.667,9,0,TC15_Customers_Internal_08_Search_brokerID
TC27_PCG_Internal_Renewal_HO_02_SearchCustomer,0.327,1.487,4.608,5.035,100,0,TC27_PCG_Internal_Renewal_HO_02_SearchCustomer
TC27_PCG_Internal_Renewal_HO_03_Click_CreateQuotefornewCustomer,0.232,0.355,0.531,0.727,100,0,TC27_PCG_Internal_Renewal_HO_03_Click_CreateQuotefornewCustomer
TC27_PCG_Internal_Renewal_HO_04_SelectLegacyRenewal_Click_ProductandSave&Continue,2.742,3.857,5.569,9.81,100,0,TC27_PCG_Internal_Renewal_HO_04_SelectLegacyRenewal_Click_ProductandSave&Continue
TC27_PCG_Internal_Renewal_HO_05_InsuredPage_SelectBrokerCode,0.466,0.691,0.794,1.9,100,0,TC27_PCG_Internal_Renewal_HO_05_InsuredPage_SelectBrokerCode
TC27_PCG_Internal_Renewal_HO_06_InsuredPage_SelectLocationInfoAddress,1.93,2.435,2.965,3.572,100,0,TC27_PCG_Internal_Renewal_HO_06_InsuredPage_SelectLocationInfoAddress
TC27_PCG_Internal_Renewal_HO_07_PolicyInformation_SelectEffectivedate,1.777,2.224,2.616,4.833,100,0,TC27_PCG_Internal_Renewal_HO_07_PolicyInformation_SelectEffectivedate
TC27_PCG_Internal_Renewal_HO_10_InsuredPage_Clicksave&continue,15.787,18.046,20.19,26.479,100,0,TC27_PCG_Internal_Renewal_HO_10_InsuredPage_Clicksave&continue
TC27_PCG_Internal_Renewal_HO_11_RatingPage_Selectyearbuilt,1.689,4.291,2.348,229.604,100,0,TC27_PCG_Internal_Renewal_HO_11_RatingPage_Selectyearbuilt
TC28_PCG_Internal_Renewal_PEL_02_SearchCustomer,0.312,1.469,4.632,4.961,99,0,TC28_PCG_Internal_Renewal_PEL_02_SearchCustomer
